title,date_published,date_modified,content,road,town,location,all_text,fatalities_mentioned,fatalities_count,vehicles,accident_types,hospital,injuries,brands,day,time,age,latitude,longitude,hourly_temperature_2m,hourly_precipitation,hourly_rain,hourly_showers,hourly_visibility,hourly_windspeed_10m,hourly_winddirection_10m,daily_weather_code,daily_rain_sum,daily_wind_gusts_10m_max,daily_wind_speed_10m_max,daily_wind_direction_10m_dominant,weather_matched_hour_utc
Boy seriously injured in Buġibba accident,2025-05-26,2025-05-26,A 5-year-old boy sustained serious injuries after he was hit by a vehicle in Triq iċ-Ċern earlier today at around fifteen minutes past one in the afternoon (1315 hrs).From initial investigations it appears that he suffered head injuries when he was hit by the mirror of a Volkswagen Polo mirror which was being driven by a 22-year-old man from Msida.A medical team assisted the boy and was immediately taken to Mater Dei Hospital by ambulance.Magistrate Dr Philip Galea Farrugia LL. D. was informed and appointed an inquiry into the case while Police investigations are ongoing.,,L-Imsida,"(None, 'L-Imsida')",Boy seriously injured in Buġibba accident A 5-year-old boy sustained serious injuries after he was hit by a vehicle in Triq iċ-Ċern earlier today at around fifteen minutes past one in the afternoon (1315 hrs).From initial investigations it appears that he suffered head injuries when he was hit by the mirror of a Volkswagen Polo mirror which was being driven by a 22-year-old man from Msida.A medical team assisted the boy and was immediately taken to Mater Dei Hospital by ambulance.Magistrate Dr Philip Galea Farrugia LL. D. was informed and appointed an inquiry into the case while Police investigations are ongoing.,False,,"['Pedestrian', 'Vehicle', 'Car']",['Accident'],['Mater Dei'],"['Serious', 'Head']",['Volkswagen'],Monday,13:15,5,35.8956943,14.4891829,17.944499969482422,0.0,0.0,0.0,11360.0,5.447788238525391,262.40545654296875,1.0,0.0,31.68000030517578,13.450708389282227,328.3280944824219,2025-05-26 22:00:00+00:00
Traffic accident,2025-10-02,2025-10-02,"This morning, at around 0530 hrs, the Police were informed of a traffic accident in Triq L-Imġarr, Qala, Gozo.The Police went immediately on site and from preliminary investigations it resulted that a collision had occurred between a Kia Picanto that was being driven by a 53-year-old woman from Qala and a Honda NSC motorcycle that was being driven by a 47-year-old man, a resident of Nadur.A medical team was called on site and an ambulance took the motorcyclist to Gozo General Hospital. He was later certified to have sustained grievous injuries.Police investigations are ongoing.",Triq L-Imġarr,Il-Qala,"('Triq L-Imġarr', 'Il-Qala')","Traffic accident This morning, at around 0530 hrs, the Police were informed of a traffic accident in Triq L-Imġarr, Qala, Gozo.The Police went immediately on site and from preliminary investigations it resulted that a collision had occurred between a Kia Picanto that was being driven by a 53-year-old woman from Qala and a Honda NSC motorcycle that was being driven by a 47-year-old man, a resident of Nadur.A medical team was called on site and an ambulance took the motorcyclist to Gozo General Hospital. He was later certified to have sustained grievous injuries.Police investigations are ongoing.",False,,"['Motorcycle', 'Car']","['Collision', 'Accident']",['Gozo General Hospital'],['Grievous'],"['Kia', 'Honda']",Thursday,05:30,53,36.036291,14.3103502,20.905500411987305,0.0,0.0,0.0,72540.0,22.45026397705078,344.18072509765625,80.0,0.0,65.15999603271484,28.257131576538086,315.4527282714844,2025-10-02 22:00:00+00:00
Man grievously injured in traffic accident,2025-01-15,2025-01-15,"A 63-year-old man who lives in Żurrieq, at around 1930hrs, was taken to Mater Dei Hospital because he was injured in a traffic accident in Blue Grotto Avenue, Żurrieq.Preliminary investigations showed that the man was hit by a Citroen Saxo, which was being driven by a 19-year-old man residing in Luqa.The man was assisted by a medical team, taken to hospital by ambulance and certified to have sustained grievous injuries.Police investigations are ongoing.",Blue Grotto Avenue,Iż-Żurrieq,"('Blue Grotto Avenue', 'Iż-Żurrieq')","Man grievously injured in traffic accident A 63-year-old man who lives in Żurrieq, at around 1930hrs, was taken to Mater Dei Hospital because he was injured in a traffic accident in Blue Grotto Avenue, Żurrieq.Preliminary investigations showed that the man was hit by a Citroen Saxo, which was being driven by a 19-year-old man residing in Luqa.The man was assisted by a medical team, taken to hospital by ambulance and certified to have sustained grievous injuries.Police investigations are ongoing.",False,,"['Pedestrian', 'Car']",['Accident'],['Mater Dei'],['Grievous'],['Citroen'],Wednesday,19:30,63,35.8294676,14.4745172,11.317000389099121,0.4000000059604645,0.0,0.4000000059604645,9880.0,2.2768397331237793,18.4350528717041,80.0,0.0,55.79999923706055,31.404712677001953,24.295764923095703,2025-01-15 22:00:00+00:00
Persons injured in separate traffic accidents,2025-02-25,2025-02-25,"Three people were taken to Mater Dei Hospital after being injured in two separate traffic accidents yesterday.The first accident occurred at around 1415hrs, in Triq il-Marfa, Mellieħa. Preliminary investigations showed that a 50-year-old woman residing in Rabat, Gozo, lost control of the Toyota Ractis she was driving and crashed into an electricity pole. The woman was accompanied by a 29-year-old man who lives in Rabat, Gozo.The second incident happened at around 2345hrs, in Triq il-Kappillan Mifsud, Ħamrun. Preliminary investigations showed that a 23-year-old man from Santa Venera had sustained injuries after he was allegedly hit by a vehicle which drove on while he was driving a Suzuki motorcycle.A medical team provided assistance in both incidents and all persons were taken to hospital by ambulance for medical treatment. The woman and the motorcyclist were later certified to have been grievously injured, while the other man was certified to have suffered slight injuries.Police investigations are ongoing.",Triq il-Marfa,Il-Mellieħa,"('Triq il-Marfa', 'Il-Mellieħa')","The first accident occurred at around 1415hrs, in Triq il-Marfa, Mellieħa. Preliminary investigations showed that a 50-year-old woman residing in Rabat, Gozo, lost control of the Toyota Ractis she was driving and crashed into an electricity pole. The woman was accompanied by a 29-year-old man who lives in Rabat, Gozo.",False,,['Car'],['Accident'],[],[],['Toyota'],Tuesday,14:15,50,35.9599618,14.368367,13.165499687194824,0.0,0.0,0.0,12120.0,9.65981388092041,243.4350128173828,3.0,0.0,30.96000099182129,16.203998565673828,258.05731201171875,2025-02-25 22:00:00+00:00
Persons injured in separate traffic accidents,2025-02-25,2025-02-25,"Three people were taken to Mater Dei Hospital after being injured in two separate traffic accidents yesterday.The first accident occurred at around 1415hrs, in Triq il-Marfa, Mellieħa. Preliminary investigations showed that a 50-year-old woman residing in Rabat, Gozo, lost control of the Toyota Ractis she was driving and crashed into an electricity pole. The woman was accompanied by a 29-year-old man who lives in Rabat, Gozo.The second incident happened at around 2345hrs, in Triq il-Kappillan Mifsud, Ħamrun. Preliminary investigations showed that a 23-year-old man from Santa Venera had sustained injuries after he was allegedly hit by a vehicle which drove on while he was driving a Suzuki motorcycle.A medical team provided assistance in both incidents and all persons were taken to hospital by ambulance for medical treatment. The woman and the motorcyclist were later certified to have been grievously injured, while the other man was certified to have suffered slight injuries.Police investigations are ongoing.",Triq il-Marfa,Il-Mellieħa,"('Triq il-Marfa', 'Il-Mellieħa')","The second incident happened at around 2345hrs, in Triq il-Kappillan Mifsud, Ħamrun. Preliminary investigations showed that a 23-year-old man from Santa Venera had sustained injuries after he was allegedly hit by a vehicle which drove on while he was driving a Suzuki motorcycle.A medical team provided assistance in both incidents and all persons were taken to hospital by ambulance for medical treatment. The woman and the motorcyclist were later certified to have been grievously injured, while the other man was certified to have suffered slight injuries.Police investigations are ongoing.",False,,"['Motorcycle', 'Vehicle']",[],[],"['Slight', 'Sustained']",['Suzuki'],Tuesday,23:45,23,35.9599618,14.368367,13.165499687194824,0.0,0.0,0.0,12120.0,9.65981388092041,243.4350128173828,3.0,0.0,30.96000099182129,16.203998565673828,258.05731201171875,2025-02-25 22:00:00+00:00
Motorcycle accident in Paola,2025-04-26,2025-04-26,"A 26-year-old Indian man and residing in Floriana, at around 2200hrs, was taken to Mater Dei Hospital because he was injured in a traffic accident in Triq Kordin, Paola.Preliminary investigations showed that the man was riding a Hyosung Karion motorcycle, lost control and fell.He was assisted by a medical team, taken to hospital by ambulance and certified to have sustained grievous injuries.Police investigations are ongoing.",Triq Kordin,Raħal Ġdid,"('Triq Kordin', 'Raħal Ġdid')","Motorcycle accident in Paola A 26-year-old Indian man and residing in Floriana, at around 2200hrs, was taken to Mater Dei Hospital because he was injured in a traffic accident in Triq Kordin, Paola.Preliminary investigations showed that the man was riding a Hyosung Karion motorcycle, lost control and fell.He was assisted by a medical team, taken to hospital by ambulance and certified to have sustained grievous injuries.Police investigations are ongoing.",False,,['Motorcycle'],['Accident'],['Mater Dei'],['Grievous'],"['Hyosung', 'Indian']",Saturday,22:00,26,35.8717994,14.5073748,15.364999771118164,0.0,0.0,0.0,13860.0,2.099142551422119,329.03631591796875,3.0,0.0,37.79999923706055,15.79083251953125,292.2525634765625,2025-04-26 22:00:00+00:00
Young woman seriously injured in traffic accident,2024-12-14,2024-12-14,"A 17-year-old girl, residing in Qormi, yesterday, at around 1730hrs, was taken to Mater Dei Hospital because she was injured in a traffic accident in Triq il-Marfa, Mellieha.Preliminary investigations showed that the girl was hit by a Jeep Grand Cherokee driven by a 52-year-old man who lives in Zejtun. Consequently, the Jeep also hit a Honda Civic which was parked.The victim was assisted by a medical team, taken to hospital by ambulance and certified to be seriously injured.Magistrate Dr Ian Farrugia LL.D was informed of the case and appointed an inquiry.Police investigations are ongoing.",Triq il-Marfa,Il-Mellieħa,"('Triq il-Marfa', 'Il-Mellieħa')","Young woman seriously injured in traffic accident A 17-year-old girl, residing in Qormi, yesterday, at around 1730hrs, was taken to Mater Dei Hospital because she was injured in a traffic accident in Triq il-Marfa, Mellieha.Preliminary investigations showed that the girl was hit by a Jeep Grand Cherokee driven by a 52-year-old man who lives in Zejtun. Consequently, the Jeep also hit a Honda Civic which was parked.The victim was assisted by a medical team, taken to hospital by ambulance and certified to be seriously injured.Magistrate Dr Ian Farrugia LL.D was informed of the case and appointed an inquiry.Police investigations are ongoing.",False,,"['Motorcycle', 'Pedestrian']",['Accident'],['Mater Dei'],[],['Honda'],Saturday,17:30,17,35.9599618,14.368367,16.515501022338867,0.0,0.0,0.0,45800.0,14.618837356567383,307.998779296875,3.0,0.0,37.439998626708984,19.64228057861328,268.2101135253906,2024-12-14 22:00:00+00:00
Man grievously injured in traffic accident,2025-09-28,2025-09-28,"A 36-year-old Albanian man, from Marsascala, was taken to Mater Dei Hospital at around 1000 hrs following a traffic accident in Triq Għar Dalam, Birzebbugia.From initial investigations, it appears that the victim was hit by a Toyota Dyna van, which was being driven by a 59-year-old man from Marsa.The Albanian was assisted by a medical team and taken to hospital by an ambulance, where he was certified to have sustained grievous injuries.Police investigations are ongoing.",Triq Għar Dalam,Marsaskala,"('Triq Għar Dalam', 'Marsaskala')","Man grievously injured in traffic accident A 36-year-old Albanian man, from Marsascala, was taken to Mater Dei Hospital at around 1000 hrs following a traffic accident in Triq Għar Dalam, Birzebbugia.From initial investigations, it appears that the victim was hit by a Toyota Dyna van, which was being driven by a 59-year-old man from Marsa.The Albanian was assisted by a medical team and taken to hospital by an ambulance, where he was certified to have sustained grievous injuries.Police investigations are ongoing.",False,,"['Motorcycle', 'Pedestrian', 'Van', 'Car']",['Accident'],['Mater Dei'],['Grievous'],"['Van', 'Toyota']",Sunday,10:00,36,35.8629162,14.5591879,23.47100067138672,0.0,0.0,0.0,51760.0,9.726663589477539,321.0090026855469,3.0,0.0,39.23999786376953,15.59676742553711,328.6395263671875,2025-09-28 22:00:00+00:00
Traffic accident in Siġġiewi,2025-10-05,2025-10-05,"Yesterday, at around 2:30 p.m. (1430hrs), the Police were informed of a traffic accident in Triq Ta’ Lawrenti, Siġġiewi.Police immediately went to the scene, and from preliminary investigations it resulted that a collision had occurred between a Smart Fortwo driven by a 34-year-old woman from Mellieħa and a Volvo XC40 driven by a 38-year-old man from Qrendi.A medical team was called to the site, and the woman was taken to Mater Dei Hospital by ambulance. Later, she was certified as having sustained grevious injuries.Police investigations are still ongoing.",Triq Ta' Lawrenti,Is-Siġġiewi,"(""Triq Ta' Lawrenti"", 'Is-Siġġiewi')","Traffic accident in Siġġiewi Yesterday, at around 2:30 p.m. (1430hrs), the Police were informed of a traffic accident in Triq Ta’ Lawrenti, Siġġiewi.Police immediately went to the scene, and from preliminary investigations it resulted that a collision had occurred between a Smart Fortwo driven by a 34-year-old woman from Mellieħa and a Volvo XC40 driven by a 38-year-old man from Qrendi.A medical team was called to the site, and the woman was taken to Mater Dei Hospital by ambulance. Later, she was certified as having sustained grevious injuries.Police investigations are still ongoing.",False,,['Car'],"['Collision', 'Accident']",['Mater Dei'],['Grevious'],"['Smart', 'Volvo']",Sunday,14:30,34,35.8539354,14.438063,23.125999450683594,0.0,0.0,0.0,41920.0,11.212135314941406,275.5274353027344,3.0,0.0,47.15999984741211,19.881649017333984,253.39572143554688,2025-10-05 22:00:00+00:00
Woman greviously injured in traffic accident,2025-10-04,2025-10-04,"A 36-year-old Italian woman, resident in St Paul’s Bay, was taken to Mater Dei Hospital at around 8:45 a.m. due to injuries sustained in a traffic accident in Triq Sant’ Andrija, St Julian’s.Preliminary investigations showed that while she was riding a Kymco Like motorcycle, lost control and fell, subsequently colliding with a Toyota Tercel that was being driven in the same direction by a 71-year-old man from San Ġwann.She was assisted by a medical team and taken to the hospital by ambulance, where she was later certified as having sustained grevious injuries.Police investigations are still ongoing.",Triq Sant' Andrija,San Ġiljan,"(""Triq Sant' Andrija"", 'San Ġiljan')","Woman greviously injured in traffic accident A 36-year-old Italian woman, resident in St Paul’s Bay, was taken to Mater Dei Hospital at around 8:45 a.m. due to injuries sustained in a traffic accident in Triq Sant’ Andrija, St Julian’s.Preliminary investigations showed that while she was riding a Kymco Like motorcycle, lost control and fell, subsequently colliding with a Toyota Tercel that was being driven in the same direction by a 71-year-old man from San Ġwann.She was assisted by a medical team and taken to the hospital by ambulance, where she was later certified as having sustained grevious injuries.Police investigations are still ongoing.",False,,"['Motorcycle', 'Car']",['Accident'],['Mater Dei'],"['Grevious', 'To']","['Kymco', 'Toyota']",Saturday,12:00,36,35.9199225,14.4877119,18.936498641967773,0.0,0.0,0.0,48860.0,3.7064266204833984,240.9454803466797,3.0,0.0,37.07999801635742,14.182354927062988,319.2156982421875,2025-10-04 22:00:00+00:00
Motorcyclist injured in traffic accident,2025-08-22,2025-08-22,"Early this morning, at around half past five (0530 hrs), the Police were informed that a traffic accident had occurred in Triq Sir Anthony Mamo, Birkirkara.Preliminary investigations showed that a collision took place between a Nissan March and a Honda motorcycle driven by a 57-year-old man, resident in Msida.The man was assisted by a medical team on site and taken to hospital by ambulance, where he was later certified to have sustained serious injuries.In the Nissan there was a 25-year-old woman from St Paul’s Bay who was not injured but was taken to hospital due to shock, while the Police are looking for a man who allegedly was also in the Nissan at the time of the accident, but who allegedly left the scene.Magistrate Dr Monica Borg Galea LL.D was informed and appointed an inquiry, while the Police are carrying out investigations.",Triq Sir Anthony Mamo,Birkirkara,"('Triq Sir Anthony Mamo', 'Birkirkara')","Motorcyclist injured in traffic accident Early this morning, at around half past five (0530 hrs), the Police were informed that a traffic accident had occurred in Triq Sir Anthony Mamo, Birkirkara.Preliminary investigations showed that a collision took place between a Nissan March and a Honda motorcycle driven by a 57-year-old man, resident in Msida.The man was assisted by a medical team on site and taken to hospital by ambulance, where he was later certified to have sustained serious injuries.In the Nissan there was a 25-year-old woman from St Paul’s Bay who was not injured but was taken to hospital due to shock, while the Police are looking for a man who allegedly was also in the Nissan at the time of the accident, but who allegedly left the scene.Magistrate Dr Monica Borg Galea LL.D was informed and appointed an inquiry, while the Police are carrying out investigations.",False,,"['Motorcycle', 'Car']","['Collision', 'Accident']",[],['Serious'],"['Honda', 'Nissan']",Friday,05:30,57,35.8994577,14.4649552,26.876501083374023,0.0,0.0,0.0,50600.0,12.218805313110352,315.0000915527344,3.0,0.0,47.880001068115234,20.150354385375977,315.5831604003906,2025-08-22 22:00:00+00:00
Collision between car and motorcycle in Attard,2025-04-06,2025-04-06,"Today, at around 0830hrs, the Police were informed of a traffic accident in Triq Żagħfran, Ħ’Attard.Preliminary investigations showed that a collision occurred between a Toyota Passo driven by a 19-year-old woman residing in Birkirkara and a Kawazaki motorcycle driven by a 31-year-old man also living in Birkirkara.A medical team was called on site and an ambulance took the motorcyclist to Mater Dei Hospital. He was later certified to be seriously injured.Magistrate Dr Ian Farrugia LL. D was informed of the case and appointed an inquiry, while Police investigations are ongoing.",Triq Żagħfran,Ħ'Attard,"('Triq Żagħfran', ""Ħ'Attard"")","Collision between car and motorcycle in Attard Today, at around 0830hrs, the Police were informed of a traffic accident in Triq Żagħfran, Ħ’Attard.Preliminary investigations showed that a collision occurred between a Toyota Passo driven by a 19-year-old woman residing in Birkirkara and a Kawazaki motorcycle driven by a 31-year-old man also living in Birkirkara.A medical team was called on site and an ambulance took the motorcyclist to Mater Dei Hospital. He was later certified to be seriously injured.Magistrate Dr Ian Farrugia LL. D was informed of the case and appointed an inquiry, while Police investigations are ongoing.",False,,"['Motorcycle', 'Car']","['Collision', 'Accident']",['Mater Dei'],[],['Toyota'],Sunday,08:30,19,35.8909172,14.4430093,15.244499206542969,0.0,0.0,0.0,11160.0,11.609650611877441,299.7447814941406,3.0,0.0,45.0,22.06597328186035,281.1708984375,2025-04-06 22:00:00+00:00
Gozo traffic accident,2025-05-03,2025-05-03,"Yesterday, at around 1700 hrs, the Police were informed about a traffic accident occurred in Triq ix-Xagħra, Xagħra, Gozo.The Police went immediately on site and from preliminary investigations, it resulted that a collision had occurred between a Hyundai that was being driven by a 74-year-old man from Xagħra and a Nissan that was being driven by a 33 years old Albanian national. A 73-year-old woman from Xagħra was also present in the Hyundai.A medical team was summoned to the scene and an ambulance took the three persons to theGozo General hospital . The men were later certified as suffering from slight injuries while the woman was certified with grievous injuries.Police investigations into the accident are ongoing.",Triq ix-Xagħra,Ix-Xagħra,"('Triq ix-Xagħra', 'Ix-Xagħra')","Gozo traffic accident Yesterday, at around 1700 hrs, the Police were informed about a traffic accident occurred in Triq ix-Xagħra, Xagħra, Gozo.The Police went immediately on site and from preliminary investigations, it resulted that a collision had occurred between a Hyundai that was being driven by a 74-year-old man from Xagħra and a Nissan that was being driven by a 33 years old Albanian national. A 73-year-old woman from Xagħra was also present in the Hyundai.A medical team was summoned to the scene and an ambulance took the three persons to theGozo General hospital . The men were later certified as suffering from slight injuries while the woman was certified with grievous injuries.Police investigations into the accident are ongoing.",False,,['Car'],"['Collision', 'Accident']",[],"['Slight', 'Grievous']","['Hyundai', 'Nissan']",Saturday,17:00,74,36.0502996,14.2648446,18.16899871826172,0.0,0.0,0.0,71420.0,3.617955207824707,185.7104949951172,3.0,0.0,22.319997787475586,11.525623321533203,217.82476806640625,2025-05-03 22:00:00+00:00
Van-motorcycle collision in Marsaxlokk,2025-07-14,2025-07-14,"Today, at around 1100hrs, the Police were informed of a traffic accident in Triq Melqart, Marsaxlokk.Preliminary investigations showed that a collision occurred between a Ford Transit driven by a 30-year-old man from Ħaż-Żabbar and a Kymco motorcycle driven by a 35-year-old French man.A medical team was called on site and an ambulance took the motorcycle driver to Mater Dei Hospital, where he was certified to be grievously injured.Police investigations are ongoing.",Triq Melqart,Marsaxlokk,"('Triq Melqart', 'Marsaxlokk')","Van-motorcycle collision in Marsaxlokk Today, at around 1100hrs, the Police were informed of a traffic accident in Triq Melqart, Marsaxlokk.Preliminary investigations showed that a collision occurred between a Ford Transit driven by a 30-year-old man from Ħaż-Żabbar and a Kymco motorcycle driven by a 35-year-old French man.A medical team was called on site and an ambulance took the motorcycle driver to Mater Dei Hospital, where he was certified to be grievously injured.Police investigations are ongoing.",False,,"['Motorcycle', 'Van', 'Car']","['Collision', 'Accident']",['Mater Dei'],[],"['Ford', 'Van', 'Kymco']",Monday,11:00,30,35.8417662,14.5448353,27.186498641967773,0.0,0.0,0.0,59780.0,13.77911376953125,326.72509765625,1.0,0.0,35.279998779296875,19.966211318969727,264.4866638183594,2025-07-14 22:00:00+00:00
Woman grievously injured in a traffic accident,2025-08-31,2025-08-31,"An 87-year-old woman, who lives in Qormi, at around 0730 hrs, was taken Mater Dei Hospital since she was involved in a traffic accident in Cottoner Avenue, Fgura.Initial investigations, showed that the woman was hit by Mitsubishi L200, that was being driven by a 68-year-old man from Qormi.The woman was assisted by a medical team, taken to Mater Dei hospital by an ambulance and was later certified as suffering from grievous injuries.Police investigations are ongoing.",Cottoner Avenue,Il-Fgura,"('Cottoner Avenue', 'Il-Fgura')","Woman grievously injured in a traffic accident An 87-year-old woman, who lives in Qormi, at around 0730 hrs, was taken Mater Dei Hospital since she was involved in a traffic accident in Cottoner Avenue, Fgura.Initial investigations, showed that the woman was hit by Mitsubishi L200, that was being driven by a 68-year-old man from Qormi.The woman was assisted by a medical team, taken to Mater Dei hospital by an ambulance and was later certified as suffering from grievous injuries.Police investigations are ongoing.",False,,"['Pedestrian', 'Car']",['Accident'],['Mater Dei'],['Grievous'],['Mitsubishi'],Sunday,07:30,87,35.8728325,14.520799,23.552000045776367,0.0,0.0,0.0,43100.0,2.4149534702301025,243.4350128173828,0.0,0.0,33.839996337890625,14.039999008178711,320.42364501953125,2025-08-31 22:00:00+00:00
Traffic accident in Gozo,2025-02-09,2025-02-09,"Yesterday, at around 2100hrs, the Police were informed of a traffic accident in Triq ir-Rabat, Żebbuġ, Gozo.The Police immediately went to the scene and from a preliminary investigation it was revealed that a 25-year-old Macedonian resident of Żebbuġ, Gozo, lost control of the Isuzu WFR van he was driving and fell into a valley about one and a half stories high. In the van, there was a 36-year-old compatriot also resident of Żebbuġ, Gozo.Members of the Civil Protection and a medical team were called to the scene to assist. An ambulance took the men to the Gozo General Hospital to receive the necessary treatment, where they were certified with grievous injuries.Police investigations are still ongoing.",Triq ir-Rabat,Ħaż-Żebbuġ,"('Triq ir-Rabat', 'Ħaż-Żebbuġ')","Traffic accident in Gozo Yesterday, at around 2100hrs, the Police were informed of a traffic accident in Triq ir-Rabat, Żebbuġ, Gozo.The Police immediately went to the scene and from a preliminary investigation it was revealed that a 25-year-old Macedonian resident of Żebbuġ, Gozo, lost control of the Isuzu WFR van he was driving and fell into a valley about one and a half stories high. In the van, there was a 36-year-old compatriot also resident of Żebbuġ, Gozo.Members of the Civil Protection and a medical team were called to the scene to assist. An ambulance took the men to the Gozo General Hospital to receive the necessary treatment, where they were certified with grievous injuries.Police investigations are still ongoing.",False,,"['Motorcycle', 'Van']",['Accident'],['Gozo General Hospital'],['Grievous'],['Van'],Sunday,21:00,25,35.8725956,14.4398593,12.23650074005127,0.0,0.0,0.0,2940.0,5.600285530090332,315.0000915527344,95.0,0.0,39.599998474121094,19.353139877319336,141.2073211669922,2025-02-09 22:00:00+00:00
Motorcycle accident in St Paul&#8217;s Bay,2024-12-11,2024-12-14,"Update:Unfortunately, the 54-year-old Englishman recently lost his life at Mater Dei Hospital.The Magisterial Inquiry and Police investigations are ongoing.Earlier: A 54-year-old Englishman resident in Mellieħa, at around 1700hrs, was taken to Mater Dei Hospital because he was injured in a traffic accident in Dawret San Pawl, St Paul’s Bay.Preliminary investigations showed that the man was riding a Honda motorcycle, lost control and crashed into a skip which was stationary on the road.He was assisted by a medical team, taken to hospital by ambulance and certified to be seriously injured.Magistrate Dr Ian Farrugia LL.D was informed of the case and appointed an inquiry.Police investigations are ongoing.",Dawret San Pawl,San Pawl Il-Baħar,"('Dawret San Pawl', 'San Pawl Il-Baħar')","Motorcycle accident in St Paul&#8217;s Bay Update:Unfortunately, the 54-year-old Englishman recently lost his life at Mater Dei Hospital.The Magisterial Inquiry and Police investigations are ongoing.Earlier: A 54-year-old Englishman resident in Mellieħa, at around 1700hrs, was taken to Mater Dei Hospital because he was injured in a traffic accident in Dawret San Pawl, St Paul’s Bay.Preliminary investigations showed that the man was riding a Honda motorcycle, lost control and crashed into a skip which was stationary on the road.He was assisted by a medical team, taken to hospital by ambulance and certified to be seriously injured.Magistrate Dr Ian Farrugia LL.D was informed of the case and appointed an inquiry.Police investigations are ongoing.",False,,['Motorcycle'],['Accident'],['Mater Dei'],[],['Honda'],Wednesday,17:00,54,35.9480742,14.3973929,15.246999740600586,0.0,0.0,0.0,30400.0,8.647496223449707,92.38589477539062,3.0,0.0,18.719999313354492,9.0,74.4453353881836,2024-12-11 22:00:00+00:00
Two policemen injured in Tarxien accident,2025-02-09,2025-02-09,"Two police officers were grievously injured last night when they were involved in an accident while following a vehicle which left the scene at excessive speed after the driver noticed the presence of the police.At around 0130hrs, the Police were asked to assist on an argument in Żurrieq. Upon arriving in the vicinity, they noticed a person who was involved in the case fleeing the scene with a BMW.The police therefore followed this vehicle and as soon as they arrived in Triq is-Sorijiet, Tarxien, the Corps vehicle, Hyundai Tucson, was involved in a collision with a Fiat 500, driven by a 25-year-old woman residing in Tarxien. The two policemen were taken to Mater Dei Hospital for treatment and were certified to be suffering from grievous injuries, while the woman suffered slight injuries.Six parked vehicles were hit as a result of the impact.A number of persons are being spoken to by the Police about the case.Police investigations into this case are ongoing.",Triq is-Sorijiet,Ħal Tarxien,"('Triq is-Sorijiet', 'Ħal Tarxien')","Two policemen injured in Tarxien accident Two police officers were grievously injured last night when they were involved in an accident while following a vehicle which left the scene at excessive speed after the driver noticed the presence of the police.At around 0130hrs, the Police were asked to assist on an argument in Żurrieq. Upon arriving in the vicinity, they noticed a person who was involved in the case fleeing the scene with a BMW.The police therefore followed this vehicle and as soon as they arrived in Triq is-Sorijiet, Tarxien, the Corps vehicle, Hyundai Tucson, was involved in a collision with a Fiat 500, driven by a 25-year-old woman residing in Tarxien. The two policemen were taken to Mater Dei Hospital for treatment and were certified to be suffering from grievous injuries, while the woman suffered slight injuries.Six parked vehicles were hit as a result of the impact.A number of persons are being spoken to by the Police about the case.Police investigations into this case are ongoing.",False,,"['Car', 'Vehicle']","['Collision', 'Accident']",['Mater Dei'],"['Slight', 'Grievous']","['Hyundai', 'Fiat']",Sunday,01:30,25,35.8648857,14.5114877,11.62399959564209,0.0,0.0,0.0,3360.0,4.896529674530029,306.0274658203125,95.0,0.0,38.880001068115234,18.075441360473633,140.791015625,2025-02-09 22:00:00+00:00
Traffic accident in Marsaxlokk,2025-04-13,2025-04-13,"Today, at around 0800hrs, the Police were informed of a traffic accident in Triq Marsaxlokk, Marsaxlokk.Preliminary investigations showed that a 35-year-old Libyan man from Msida lost control of the Toyota Yaris he was driving and crashed into a pole and a wall. Another 28-year-old Libyan national, a resident of Swieqi, was also in the vehicle.A medical team was called on site and an ambulance took the 28-year-old man to Mater Dei Hospital. He was later certified to have sustained grievous injuries.Police investigations are ongoing.",Triq Marsaxlokk,Marsaxlokk,"('Triq Marsaxlokk', 'Marsaxlokk')","Traffic accident in Marsaxlokk Today, at around 0800hrs, the Police were informed of a traffic accident in Triq Marsaxlokk, Marsaxlokk.Preliminary investigations showed that a 35-year-old Libyan man from Msida lost control of the Toyota Yaris he was driving and crashed into a pole and a wall. Another 28-year-old Libyan national, a resident of Swieqi, was also in the vehicle.A medical team was called on site and an ambulance took the 28-year-old man to Mater Dei Hospital. He was later certified to have sustained grievous injuries.Police investigations are ongoing.",False,,['Car'],['Accident'],['Mater Dei'],['Grievous'],['Toyota'],Sunday,08:00,35,35.8417662,14.5448353,17.2864990234375,0.0,0.0,0.0,34580.0,23.233251571655273,130.60121154785156,3.0,0.0,44.63999557495117,24.195106506347656,140.5768585205078,2025-04-13 22:00:00+00:00
